PanoID,turbidity,exposure,theta,phi
Aya50ccH1-xHm2umyoBXFA,2.500000,0.038011,178.17258629345844,33.7811193276589
AyAW15lBW8VQ4dluKiMZTA,3.000000,0.041755,165.88378321859855,87.82584079055577
AYfi4fsGKVaJnQrzEWtNkQ,4.000000,0.033609,94.10974112783757,76.46268708824886
AyL4FIuuhf6d_K1RKldwKg,4.000000,0.039360,177.77332242982428,76.46792212084242
aYN-tv9s_eAN2GpfU4vI2w,4.500000,0.026525,-97.7260935373754,85.55023987487776
ayp8Dk-8IrCN8frmPOjA0Q,4.000000,0.033441,61.93014902053295,87.59389675349854
AYPo_bd7mjPwUBGcol6n5Q,4.500000,0.030778,101.53955337305663,87.58179954644703
ayqiPi4eXZ22qj7YYRvJKw,3.500000,0.032615,-43.70161389564606,39.06020495812191
AyV8J1pM7S8Xv2HwuTfm7w,3.000000,0.057436,11.133964476764525,56.38338461877462
ayY7VSLEm1KlimXIojWgjQ,3.500000,0.045587,-111.46914603118452,57.382591278485755
AZ3CxN5mhn7-mHsiFNSCAg,4.000000,0.028778,-2.295110431734364,87.78894377051964
Az8Qa5zyHVZqLcHiFDA2xA,4.500000,0.034823,141.48614753866724,72.17744996190707
azA8ejTLiY0DzrdtJsjLDQ,4.500000,0.028190,161.04048485537785,56.29543511451399
azAOnIOCtIE83gqi3DErSA,3.500000,0.044923,-116.21698461867578,53.076956143148486
AZd6o7k-68FiumT9x6I-Bg,3.500000,0.037892,-78.35245617046297,51.33445419688415
aZeet8tAdPRWRc4pG8gv0w,3.500000,0.038922,-19.301401490544777,51.83699105254729
azi_CAJ3e6izTc53JjdVjQ,3.000000,0.060640,8.325772162064432,57.6651976059799
aZjrDFSRgMT_jNwDtJJBKQ,4.000000,0.035342,167.88721129442197,83.20860322694988
aZkHHOpT83xWXonZ5VaZMg,3.500000,0.034814,16.086142579931288,47.30963016822106
azMxoeHmjEl82aKsRcVxFQ,4.500000,0.031611,-63.55556813057616,70.38253429578371
AzNY1YzZ-hP_0IHNYQaXzw,3.500000,0.043538,166.63353203206006,53.94565006772156
AzOe7ObqdZFwBn1zmRIRdw,4.000000,0.035652,171.32690983824205,75.31668626946536
AzP5YFdsrZMfZ9ETrIml4w,3.000000,0.033786,-13.647423685156074,39.873032931343396
azQC8Gvodle8XzubTrTR-g,4.500000,0.030382,34.67360247420186,63.59946358291398
aZqy5MNw_5Edjt1xjaYT1A,4.000000,0.032071,-113.46358270851414,87.7904851855733
AZYm8HiyMVyFfVhnIeAHDg,4.000000,0.034407,114.08598949608059,74.82138312290816
AzypWpwvXILUswlXeshp9g,3.500000,0.053907,-11.361717263124142,53.13818661237339
A_78Cs9_gNtcCfzu8Y86Sw,4.500000,0.024400,-16.961290600539655,59.95792776897779
a_bayTHbvpt-diyLfzFNFw,3.500000,0.040716,13.08834924651272,75.82114105075922
A_CxYtfPR7NdyTczqOjSxg,4.500000,0.027513,159.50726206156753,58.33373324457679
A_mYwvOyJ1GErf9Aj8GYyQ,3.000000,0.046496,-33.41646552527014,83.98619157259724
a_tAC-AQWz4e03c9X8sqFg,3.500000,0.039763,151.74029476584286,44.41742431649076
A_XDhaNAAVTDd2zsgBX72A,4.500000,0.029844,76.1996339192992,80.68799420618056
B-0aUB3JyDoZucAnrdo0Ig,4.000000,0.032578,-69.01005598036389,50.50884300536954
B-_dOWceYpYNVtrvk_B-ig,4.000000,0.030617,155.05015510758392,53.23029723485804
b0BbMJuwdxg3wnu1f6IiAg,3.500000,0.045066,-99.4153330611092,45.4984457403222
B0DNqqqoYHdkq9pbVC9A5w,4.000000,0.030895,59.779002229072226,80.70365018617778
b0EW_3RkKCFI60wNbEm5Zw,4.500000,0.035845,94.06669970805687,62.18672534934393
B0HtYtNU6aVoN2IC8IFc4A,4.500000,0.029760,-121.28430661423357,60.64862376981991
B0NmppSuNqIS3qSn-VGcHg,4.000000,0.031370,-17.798093497670838,51.30603423394027
B0V9lIj224H4d6AzNGE_aQ,4.500000,0.026138,84.03158588479134,51.14306935555961
B0xq2gZMIA2Y-Ny2Vw7xEQ,3.500000,0.036859,-8.185787583932235,76.5137029151002
B1a8vwVoOFh2ASqdm_pXrw,5.000000,0.026322,-119.69313374476798,60.64811462750712
B_iVVW8i_9uMbaRFSRIoKQ,4.500000,0.031184,-160.14938297157533,72.21242107522039
B_J9Vm4vxxvxt2Aqx8ItQw,3.500000,0.043623,-44.27500161615805,41.20743140630507
b_MzD6tpfdQAcc-VAzZ77Q,4.000000,0.031613,16.504909364702307,76.36595030997512
B_wI3UDRuPQnjUu4dwqDBg,4.000000,0.033722,-20.056206059118406,46.40756927700208
B_zGdMcGsW3Lrk_c9FfUZQ,3.000000,0.041895,-13.187722577907588,42.12914076840351
b_z_NwFKEzzpNxMWKCzI9Q,4.000000,0.030983,-140.73928956259869,87.79017469383999
o-YZD9TWlBoj1bSMiiSfeg,5.000000,0.022624,-54.90163271141493,51.30307571696834
OxMV-uxKb19pFsIFjtsU7g,5.000000,0.028408,-125.54243464254482,61.717157800707945
oY-TuVaI6XxmYuotfNrS6g,3.500000,0.042242,-164.19902896448363,56.93793610602364
oY2mM0m7i8feeEFTijJOPA,3.000000,0.053549,-166.79536156042917,56.245783147180994
OYfajTWxGhg556cu0140dg,5.000000,0.027142,-138.46070825578153,62.84501169316791
oyg2TKUb6C5CHc064R7b8g,3.500000,0.029742,40.985212505388006,57.74158841607956
Oyh0yWMNoO6iJ9fCba9B1A,4.500000,0.033096,11.769736561920737,65.37956402141074
oyNFH_b9GRxjNzhjbpRybw,4.000000,0.033284,6.339206820704324,76.81893967642577
oYnOMuWl6UNP_aLawbWWJA,5.000000,0.024135,-94.12050771149126,63.586070002533205
oyQ2w1P56SjS_XWF8gb1nQ,4.500000,0.026099,-162.79408351762046,62.406932714438405
OyrVOVuNqZlGy4kmvIBYQA,3.500000,0.042760,-164.41019553738596,46.13761468696254
oYUIYocA9GjUojUAs5JvbA,4.500000,0.035303,-26.76583463043177,63.38619523336722
Oz0x0oxd30Tuk7fcnRto7g,4.500000,0.029554,88.24138022558469,62.30030902895937
OZFRi486wiB0Oq50incz5A,4.500000,0.030866,-133.41719504884796,79.07505253681707
OZkLn1pLyWOVGuhGkOP3tQ,4.500000,0.031195,-110.650145620917,66.43355354615238
OzLhvyK5zEfdcBulVdKaAw,3.500000,0.036554,-156.91534628495765,61.59449360531702
OZt2qR67Bhvtra9HrdPmZg,3.000000,0.040087,-154.0449852447573,43.74513943135335
ozu07qZhTKwwFK2RQJs_Ig,4.500000,0.030455,133.5101270762766,63.57857653836038
OzZdN6l_43Uei5wTgA2y6A,4.500000,0.029980,-122.55217731958194,67.88383784822527
P0-_IAa0ZKXhT3qI6yXujA,4.000000,0.043361,-84.73031801644964,51.82158835603649
p0dS6f3_mJrQ60VKvNw7xw,4.000000,0.032587,117.29539539567875,82.67757207962985
p0La3F9olw_dg463SCczbg,3.500000,0.046416,140.392526567837,50.06393976267955
P0m8hmFipbW7qGumPwQgmA,3.500000,0.048821,170.77834102048087,54.68373649997825
P0uQhOXECT2V0FEfURjLVg,3.000000,0.047904,12.711279161909527,47.31512517000292
P1-3QWEZq_D_9QD-B_SXaA,4.500000,0.027355,-98.1108824555549,74.3417376059487
p1J4w-H14TuVScgolnQ5yw,3.000000,0.048691,78.13726459559565,61.55796358420506
P1jtuuMPwGYMxC_o7CCXsg,3.500000,0.034201,-33.81882472170423,46.302424539423875
P1TUuP69J3X2xc-n7lEb9A,3.500000,0.039635,95.42823528012465,82.14691036266937
p1UhtYB-9DbSQYI-lDEZAg,4.500000,0.039272,-77.46193619405447,47.6947464368688
p1X91DyYSa_RWzkZ056B5g,4.000000,0.029933,-168.39352403216876,80.66052006254188
P1YHip_GgZ3MZ23FlO2sLA,3.500000,0.043441,76.82342639886802,62.84094608342853
P2Q99eYuGpOmGqCIxcJpiw,3.500000,0.051413,-9.594843805488544,60.570905420440546
p39GpBjWgPNZtW-OKHeOVg,4.000000,0.027033,-19.950317636923586,43.74587814182519
p3BaWtbB5kqn_usSLdahZg,4.000000,0.027498,120.21390818616844,47.62525334170646
P3MryiygE19Dc2J8vw4rNg,4.500000,0.037397,-158.16144381340206,74.59072690738667
P3QBom2yLypWUxw1ZEqRDg,4.500000,0.028647,39.00185598449687,55.20060403936238
P3Uxe0NT52t3uW5RlXMTtQ,4.000000,0.035921,159.12650106103965,54.85296957206635
p4efL9oHNL-1txiLMYsYwg,5.500000,0.023994,-115.37928601188058,68.01589870952517
P4i1w9nZf0DPclNQrhL21w,4.500000,0.028209,-52.888545055094774,52.99082758142322
P4KenFysijn-2vwEndB5TA,2.000000,0.046147,166.29523114972542,33.39053034892268
p4vHaXC6AuHQdOafwZ5g0A,4.500000,0.031836,-145.0712211234081,58.15268716061778
p59A9BOGZNVwL-3jIUeiww,2.500000,0.037250,-124.14212695126906,32.27892680141724
p5mumhA8-XrTeQiSoGgmcw,3.500000,0.040455,-157.0392907950823,49.5087461260762
P5qFsy3bvTj8wnuxLVPRMg,2.500000,0.038576,-177.55961180153997,37.6044518334493
p63ZINsA5Z8yQwsw1WTclQ,4.500000,0.026793,175.93761464178638,63.5881390414571
p6ams1SCx-kdVtfZvvnNDQ,4.000000,0.039312,78.63599236653786,61.557411066922036
P78Kp6SECYMbSjtv4F9BJg,4.500000,0.027118,114.03618424687231,60.60269245491528
p7gmSDmm6oErJM2awhqmDw,4.500000,0.039044,-113.8919628444751,56.854140674993175
p81O-YujQT3l4D2lQDhPCA,3.500000,0.036544,-144.32659838485387,47.637338044661035
P8deZtN9yYmS7Cs0mLgN_Q,5.000000,0.026028,9.420448292238293,63.384386696879154
p8p1u6kRMLeTHTrLalYrgg,3.500000,0.038433,-53.29115820657952,49.516589614206865
p8pyLGfrAAGwD883-KC55g,3.500000,0.045258,-6.544419047929662,48.48539512475776
P8uFHi7pRvTITbvZdt2L7A,4.000000,0.035344,-61.76563507038284,79.83441267283405
P9Dym62j43LcBHnDgZjY-g,3.500000,0.040881,-39.54468752744233,48.21252166573167
p9XxTdU_EPvnP2UV4RWPQg,4.500000,0.032542,-99.74445229216099,67.01002973383869
p9_aoEM57QwIL_NhUqJo_Q,3.500000,0.042833,129.8292382034576,53.06155926183733
pa-_wD4gQu9Vo3pttZgx8A,3.500000,0.036631,9.702454925720346,52.50742081168895
PA0x5ms0i9N0wpkWU27DfQ,4.500000,0.030159,78.64718993153954,63.33369328037639
paavSKs7BJUv8XcWMQA8Wg,3.500000,0.037647,-149.9435446681015,48.474686268198525
Padsc8IZlzWfWKtXLZ736A,4.500000,0.030244,-152.34376843990125,75.83232122774821
pAF1STpH5Mb4E7oR0KfpFg,5.500000,0.023085,-80.52411833234623,61.23440478039116
PaF2AFsCk2uBmQ2XnrufYQ,4.500000,0.032069,-48.62061764718273,59.081484208511945
PAJqCBJeC901-BVl90OXLQ,3.500000,0.044275,34.73328532932725,56.709625132343376
PAPXZM8dkne6ayEASu3H-g,2.000000,0.053458,177.3691498041277,24.142584900944264
PAYbZ7JuyUgAdEM6Z3XSig,2.500000,0.061461,-56.11516799504547,46.01188722166376
pB5BMYJUbV4tc0kZyYF3ng,3.000000,0.062388,1.6317870008269209,63.576357999212085
pb5mnH2lzjydGvmwApQ2xQ,4.500000,0.025490,-16.03189631700976,62.85706342815651
PBGP7R96ftgJwnNtdtXeOw,4.500000,0.027400,35.078372491743394,53.044605041259295
PbgxDci6-rzDbwNUU8MNUw,4.500000,0.026423,-25.43307742539247,80.57081500365844
PBIckGx9NxJ5Dy7MMbl2WQ,4.000000,0.029553,27.221993178323174,86.86085541046056
pbiXes1jdq7Vik0abbUWlQ,4.500000,0.029277,-58.60507612353617,59.45014991654628
Pbk2Cj84Svgzscb_W9YDkw,3.500000,0.047772,35.971778232710236,64.37583628922272
Pbmg2lEAfsTzcpizM4UlKQ,4.500000,0.026136,-81.53038175424686,60.27731167017311
pBNwTuCQ1ozfCCGrBK2IBg,4.000000,0.038953,-161.53329350602513,83.72116669966579
pBQg0omebKIujw47dgQPxg,4.000000,0.053792,-140.6998573277046,74.0987970115706
PbUwhBGTuLfIH4v8P_VwHg,4.000000,0.040409,20.693073609863596,56.63707605508682
pbzzM8Uru6-asE28Vz2IFA,3.500000,0.028352,-179.55432773679627,39.68837193031154
PCPtEMGHVBnpNaIFmVWk2g,5.000000,0.025454,38.53329178348673,61.58887988152182
pDBMpYWSZ4jx4sMwmXrehA,4.000000,0.039530,-12.716043740249594,62.81193524621956
PDc093KxUe6XXs_5v0pggA,4.500000,0.034404,131.8630927535635,60.4315389555706
pdCYkJWDs2AIM3OvM8iqrQ,3.500000,0.049561,-0.09490011510358887,63.61395043610709
PDe97tjF4HQKC3UvgmRPvQ,3.500000,0.044301,-160.99132634147617,49.499326340654996
PdLuIF2vl5Esi-Ktaw_rZQ,3.500000,0.046196,-30.338199430800863,62.8136565070343
PDmSKbjHoL06mZ1E6YtDmA,4.000000,0.031564,135.43271787549324,51.85573678463287
PDNyl84rKxfprQ1xv9GeAw,4.000000,0.045627,-85.00478269721171,47.69760741349331
PDSK7gOucXEt5ba7e_LHtA,3.500000,0.048703,171.87223195275507,63.54270590141221
pdVwOC5dyzdP_bdQEPRjig,3.500000,0.044289,22.97702608464753,49.54698174258567
pE74i8BrFF_tebWvGoK_WQ,2.500000,0.039431,-159.35060461730131,35.51152947271242
PEBhjnST2YTe07zgsUYA5w,3.500000,0.052926,140.25956459370312,45.90634406653288
pEkdpGesNYdbhV2zBa0GOg,4.500000,0.023850,152.63464216765715,61.314580227154885
pEuMdkkOpZw9Gi7PYkmpCw,4.000000,0.029772,135.06641259042283,80.59496118354673
PEWMmev1aSba7-J4ba5gag,3.000000,0.043765,138.16049391454658,38.3222351155321
pf-szpxR9jQNfu4OqxgcWQ,3.500000,0.041698,146.32692299855026,61.55794871204678
Pf0Zw_T4EE9_WI4L9BWnqw,3.000000,0.058877,-21.866281633496587,62.84990906220985
PF5yGgrnS_uHQYrRAHer0Q,4.000000,0.029230,-66.28871573852334,45.286643370568456
pFFy5jb5RRVz-bWkq5UPHg,4.000000,0.029626,133.74700971543876,53.571651252320166
Pfg_AVpWA_Q7rywt5ZjifA,3.500000,0.049025,-114.48792061316777,62.36772679681112
pfHm_5qHqlDuyjyrhFq3tg,4.500000,0.036322,-55.786347631557156,67.7321033319686
PGEYDR_JYqj0fNmCitgFJA,3.500000,0.046958,-151.56884452191358,58.12632633373138
PGG-6qM9Hd3pnU60lk-6cA,3.500000,0.048179,-115.04820121691819,60.23231965170903
pGghKEYF8tAvKem6zXAYEQ,4.000000,0.035793,142.5207401934313,69.4692133950627
PgjsjZVxRAt7fKOYwKVHUw,4.000000,0.037698,44.82513459542366,51.299382794600135
pGM0oSfKVcWvvNaFhMtf0Q,3.500000,0.052208,-132.8870754476509,63.28578100982616
PGRpRG0He9kSqV9qu6DVkw,4.500000,0.031089,127.77899165637443,64.9668163892996
pGW-h94hnQ5JzwMLj25tQQ,4.000000,0.032955,-160.40576516462374,79.299365849822
ph8X0bt8TbvWgtZokF5Q_Q,3.500000,0.033189,16.658268309840444,62.3997110991988
PHD8vcKfeElxb91qvk15pg,4.500000,0.032676,-129.34770820754946,62.47934669039647
PHfmVETv-sKAcELo4GxMlw,4.000000,0.032646,-91.41856517877957,80.66476758695092
PhfRInYIONiTNrUbBwhB1Q,4.500000,0.031424,-6.049262225653451,77.52251078886923
PHgqtd_-pXzHpHQ7dPW6hw,4.000000,0.042163,-84.78999360422169,63.57516068915665
PHhyspl0nRtL8qv0o85Aqg,3.500000,0.046755,168.94702210126854,56.05650534059298
pHk1XHROWEOn1yu2zS_AZw,4.500000,0.028868,90.1314216444841,68.372555221272
PHqfVDf24hcE9-Zcqf7iLg,3.000000,0.064799,-177.65751473591288,59.419389370633795
PhsTJDZ2CQQY72e3boCLaw,4.500000,0.031584,74.62183232432136,62.86256863719826
PhXwwycRlJ9qu9CluH77lw,3.500000,0.044506,-163.7593439448279,59.418991043992364
phZxXkRpw3czcTCR0t12qQ,3.500000,0.043746,-167.99535182845497,60.5689574512418
PI-5wpNXB-5yxZcAaovQ1Q,4.000000,0.039318,-137.93118306079538,66.5846704188906
PiJ6fkj_x77mLXre2uV_NQ,3.500000,0.049503,-42.676705130949614,59.419579402178755
piphefh0yANZRp00stz95w,3.500000,0.032682,-12.211366430449964,44.73465373698872
PipM0-CD5wthNxrATQXWQg,3.500000,0.030958,154.964672851946,43.17155481651328
pIPs5g5rv11EGFqQMiT-hw,3.500000,0.044725,26.525861875345882,54.775134078980244
PIrtPyU6-jl7e2SwZmPDpQ,4.500000,0.035253,130.42559709529613,61.22193936852206
pJ5-c8mg_R-7IPIgp9tzow,3.500000,0.033901,-144.22034007906632,47.63667691083447
PJDFJZEeKczIhJ5m_gP1WA,4.500000,0.023989,-19.190327862641933,43.745337431247975
pjkL-a1oVqxrTcmswU07ig,4.500000,0.024787,15.271485885243884,62.40871080197933
PJl3liM_-GudYw1YkSRc2g,3.500000,0.039694,167.2415306774087,50.0651805635201
PJowypCrHOZpYbZ-fyPmnw,4.000000,0.041550,-37.93205746201145,62.84890172284435
PJp1rvjcV25WpLS_j7_N_g,2.500000,0.054347,1.560434213115891,45.51624794686566
pK07D4ciav4J0W9aO_jxrA,2.500000,0.042772,-152.35814367720246,39.685203232519086
Pk8RbVOgU_CNDCvMymznoQ,4.000000,0.033196,109.1430918740231,49.50255889534624
Pkb-0ZDlAzJZPJiz8B4djQ,3.500000,0.061711,127.37876153445792,43.28910390529379
PkKiuWzh1_1ri6QOq7RXUA,3.500000,0.049878,142.5606422522386,62.171247184246056
pKNe0d-hDkoIHAl_Uk4b7g,4.500000,0.023723,175.8462309366809,57.74416637243826
PKUbc7f7mDFufhUOwt2vCQ,3.500000,0.033047,-155.4484080110983,43.74474784189835
Pkv5BuBXksR4gz9mL9X4Ng,3.500000,0.053336,173.7589069812578,60.57022776986445
PL4BmOiB2TsI2HjBBdA5Hw,3.500000,0.054850,12.991940076920683,58.48073493545503
PL4LVIIsxrV8gKWgiqXQxw,4.500000,0.037278,-22.51558815962962,59.419653638164135
plhXAxJkypWK3NYEW2fvwQ,4.500000,0.027655,-80.35616203158584,46.56655974424914
PlW_1Opn8sNdI3x3psKsuw,3.500000,0.047335,35.02501996825269,45.51285460460202
pmcTKh57jOV1HDOprarCnA,3.500000,0.030545,-109.20308603044154,38.32983162227191
pMn9KmWFRj6ZOy1PsTlMBA,4.000000,0.035098,44.094809265262384,51.29919670399427
PMR5rVlr_aUBVuvceXCI3A,5.500000,0.021379,-46.08803525344953,79.02209800958008
PMY6wN2PL80JLAUBVSyZAQ,2.500000,0.058968,167.56471786237677,41.62788756306265
pNk7WWvhsg1kZsnIT8Z08Q,4.000000,0.034257,-50.60972416348759,85.92422122261155
pNKYdQxr568NcJZB44Aouw,5.500000,0.025447,-54.149265113056515,65.97674385010458
PNTxxfxXX2X_ZOKBBsGnfw,3.500000,0.036278,-6.82627507995389,51.29771750245314
pNzaUo9yPugrhowYe1IOCA,3.000000,0.059867,-162.1963183954815,54.891266937129174
poaq9u0tTaFoPx-otvv-nQ,4.000000,0.036300,78.64150902189864,73.36641371354573
pOfHzLFipG5T7tp_PxVn0w,4.000000,0.048728,178.50949888410864,63.610675034277094
pOsjP36lshBrVouBmydUIQ,4.000000,0.032890,-127.82263565251145,60.26329212454766
ppBDBB_iuosOl-sMlwu0ZA,4.000000,0.036838,-118.8986437654675,59.04381677327325
pPoca4_cxPzERZQ-w4fkfA,3.000000,0.045858,78.12034147524307,86.58957309114885
PpOO3r8UL-FP_kcDiWgX2w,4.000000,0.035520,-48.344091157200594,60.430067947158044
PpqRq1spyA0iuYZpsxhSZQ,3.500000,0.027700,-148.4203721153495,35.407558950237956
PPWOXjBkwrRNRekEIiuS3A,3.500000,0.045759,-33.4553042054015,46.302126146773844
PPxUs4aI6Kp_rQW_3AJ-Sg,3.500000,0.045887,-59.514860863274706,62.81294247430802
Pq0c2bKs40IWMkBDaKnsaQ,3.500000,0.042419,-62.377894405924295,51.325809726098164
pq5CY5eivtWabYun1H3VLA,3.500000,0.037278,-143.76780543842722,78.82694653440863
pQck4kewIWj1VAiePxlbdw,3.500000,0.053934,174.8181582338131,63.28605810794367
pqNpkhU47CrMBKNTDavD1w,3.500000,0.058563,175.93073970111735,59.423525332301026
pQrmfJ77_N1YEBV_9iq-7A,4.000000,0.032135,135.12547176573594,74.19247787667703
PqSRKpwKfCo9BrM7X9tbZw,3.500000,0.046206,1.0047559976053,50.86394943651383
PQy6O_r0ssL2oFX20cq1rQ,4.500000,0.027954,169.65937688685568,63.331364720292676
Pr6zCQBswNyuK0niVyKrkg,4.000000,0.033344,-179.54222332782703,52.98800246984686
prdW01iCxwMwCmSnD5wi1A,4.500000,0.032949,-8.863362060223832,67.88229342848133
pRRNHKn8aNvTEb_6fvsAew,3.000000,0.032481,165.139002065167,37.60006507677083
pRrQTeNqJwyqFYjgzAj8xg,3.500000,0.042937,169.08510066837184,63.28502497760087
PRsXaNNpXe5aaSE8lVdAhA,3.500000,0.038111,28.14742580984097,83.68652525978513
ps0yiEgQ8vYZ6PKHRTApiQ,3.500000,0.036136,-44.50799837531329,50.067147708856645
PS8GkVOhYWGhMHbN_KDciA,4.000000,0.039563,-38.92537004363572,56.02010909958522
PSbeY3bVxzp3xq27EQheEw,4.500000,0.029460,-64.26323444675647,60.6032554515909
psEv2QpBdoIhra2ue8KFbg,3.500000,0.050202,-13.042327946068191,58.126503839707176
pSlikcRBqOrVTAOZP4DTgQ,4.500000,0.030235,-100.29569273246014,63.29534392678722
Pstl8WLL4779ni9oys-26Q,4.000000,0.033415,40.76388252134358,74.30015813886519
psV2D8ZG_NyyxazKSjZ6fA,3.000000,0.040762,-28.925224287603175,42.34921712813657
pT0AJwF_q30qxYDuXWlOKA,4.500000,0.038778,169.7829347873432,60.57286870631442
pTeVT58f721OEv_TwJcFrA,3.500000,0.043460,-62.10430007860069,48.478109062797756
pTg7IJNt5EcySjzLpU0aGw,4.500000,0.025270,-66.85263783192515,78.6136328008684
pTgxNUBnaGVIOzaDovtgjA,4.000000,0.029385,-100.67938719168214,82.18196226037428
pTKfSQZ_oMfBpsiWAPFHDw,4.000000,0.029663,-127.51850981811265,57.744420169041554
pTqzI7Wiz2Yzy_6JvkDTTg,4.000000,0.028577,-35.1400420978472,45.32511950976861
PTXEoeAbF8iNbghg-OBOmQ,3.500000,0.035509,-97.38590939672784,43.6551659995351
pty3P3gde1O4KJZUDkfTqQ,4.500000,0.027283,127.58583337934651,56.73358090036298
PTYlovgr1t_y0t-YOdCM5g,4.500000,0.025120,-16.063068921025664,62.85934435340234
pUOBmSJz6IKu6QGDyr4ZfQ,4.000000,0.033135,133.68056277003663,53.56780663331759
pUP_Dnc2vfINjfTmGtAF3Q,4.000000,0.031300,48.561710977723365,50.06796535427054
pUVbbWN40EQgfRuJ6NWGOg,5.500000,0.023855,-19.84604472207684,66.42878493074899
pUwQZuLKE9sDTltby6yNOg,4.000000,0.033113,-69.94523438925351,80.59673689399675
pUyxtEZIr1-WgW-ajOia2Q,4.500000,0.024084,141.67788836109486,63.33100172766376
pv-bbzqcQ56PPsQAugP7NA,3.500000,0.036272,171.55066553052626,63.42776233882528
pv46_EE7ZEroEXnaMJwcEA,4.500000,0.032453,-10.734294828105346,72.18385630137577
pvCL-3yH1vm9mAF0yr345Q,3.500000,0.029984,115.8366612305647,39.68661194788538
PVGKKwCnu1xxLDKiTK-pGw,3.500000,0.038223,137.30712096565537,83.96826260065112
pvNO8cyxAZekpXRiKbzzyw,3.500000,0.047608,20.860573302068186,59.034684867460356
pVoxsemyLwi6Fb0HQtdePA,4.000000,0.030472,-134.77727143872616,53.56540392676809
Pvq1cx5Dib9eLE1B-MuqbA,5.500000,0.026946,-95.78410967172496,72.3765635735414
pvyH6G0GZyK7RyQJZ_5GKg,2.500000,0.047969,111.76460926821761,41.73320559710866
pVZ1iiB4eGxdocchQLlH7w,3.500000,0.037663,-166.5342601245011,47.63638815980952
Pw1r2vXrN58i-EMCIxTAUQ,4.500000,0.027679,39.55539409680405,62.69928107581053
pWBwK7VKtwAm7tXiF7qBEw,2.500000,0.044441,-175.75872587555023,37.60618831305547
pwj0ERegkaSNN114twZc3g,4.500000,0.031210,12.05294638080618,67.23449735843869
PWzcf8VfhBrMNQJ54xHItA,3.000000,0.038558,66.54297066967588,40.283416288137516
PX14ze42JbL1Jro-g7ZFdg,3.500000,0.037694,-127.17324929377291,48.21405262450725
px8xLW6_d-85C-O8Atq3Sg,4.000000,0.033518,155.10997724729077,62.81511391727412
PXG6hneWejDnDM4UziBOLQ,3.500000,0.045291,19.253790607544104,76.4099637909495
PxKns4o-w7m9fKWRGlDkHA,4.000000,0.033450,-129.7223458370961,56.27480593033129
pXkRWtHlLp_paoxYGeA0fw,4.500000,0.033453,-76.97751765568586,82.72399585028444
PxLu02ohc5CWS0VPfTjMtQ,3.500000,0.036354,-37.146222120007415,48.2192020191894
pXMw9xy6YW3ac21rs-x-0w,3.500000,0.033018,-26.12274476948867,46.602273132168186
pxqj3CuOQTw-eCJVEPbSYQ,3.500000,0.042720,151.8051322241824,68.01721061897905
pXz9kQDNK48lpSQ0oa9fUw,3.500000,0.038698,77.12831834073722,52.60240798765351
Pyg0-zSuYikCkfcZg0n9PQ,3.500000,0.045434,-74.94064833843365,51.836162481461905
pYIvENDh111o678fekhtSQ,4.500000,0.028244,-59.6897736039598,60.604534399751316
PYTXRcSRVYxNamgWycvpqw,3.500000,0.047238,-8.59953021154215,63.01783282417191
PYUV0d8aSM5qpHhGZxvpgQ,4.500000,0.032125,-69.2944399914456,53.0456348224661
pYvJtqHKodZQ8LAnpp_PSA,3.500000,0.035469,51.46748474930745,50.0625297611681
pzgY8Hxg0B1QYngzEEygSA,3.000000,0.046419,150.04924131945845,44.348031900854686
PzYDkSq5JPhL3ItMOuUSCg,4.500000,0.034670,-100.81738627271741,67.77404267411188
pZZXRjc2-iQQO4R6uMh4Ag,4.500000,0.025883,168.70919079755603,63.332009422112904
p_-hrex75nIQUklxv8Fb1A,4.500000,0.032175,-139.28943372213598,62.81549819941509
P_9zTb2ptF6ovNdMQT5sIA,3.500000,0.035542,-169.84720081244689,43.73842145042822
p_MfMsrZq1vv9_T0KHB2qA,5.000000,0.034811,128.86283184619984,56.208643423051164
P_ZQzq4pheIDv6HP8kJr1w,3.000000,0.037760,7.512586279009392,40.63826409052851
q-K4xnL5SqUG8pMBUzJslw,3.500000,0.037135,-141.98518981838095,49.50711729606865
Q-sA4tidI69G3keL_vfBSw,3.500000,0.030017,-149.4056792517933,49.51796223212012
Q06c23JSXkAAh3trtov_Dg,3.500000,0.027177,148.1416939479726,37.61029409227682
Q0eQLEaWubk_9I1dE8ojAA,3.500000,0.042114,-163.83724883921644,51.99337043835704
Q0KjO5lFc4QOTv0eqbIn2w,3.500000,0.041109,-147.200426410137,50.049975190465524
q0Q-Kfu_0e_30KbHV85pVQ,4.500000,0.031082,94.55825941910248,70.64094702372806
q0yG9FdXHk10XaPOugh8Ww,4.000000,0.038421,-108.9988438484975,53.592403327494154
Q1LcgWSc3SHIvlCvm1FqkQ,4.500000,0.028287,178.02766227915842,74.34154093269014
q2bRcu47XvLwcRpCxbbfVw,4.500000,0.030427,-59.77235217390515,59.45296804419428
q2KwhSuxzfOjX0fDdetxYQ,4.000000,0.037566,-97.39240867318911,67.77564014665944
Q2r7oI5devZGgHpBV6XNHg,3.000000,0.046526,38.08463830061686,53.0522998030207
q2VExFKQ1ORG7SoBt9WYwg,4.000000,0.026323,-22.12705092219074,41.735401842782665
Q35gHhuVFtnrcyPngt3D1A,4.500000,0.023919,124.28459633979712,45.69987370962149
